Sum of __index_level_0__,Sum of avg_sea_level_pres_hpa,Sum of avg_temp_c,Sum of avg_wind_dir_deg,Sum of avg_wind_speed_kmh,city,city_name,competition,country,date,date.1,date.2,Sum of Draw,Sum of Loose,Sum of max_temp_c,Sum of min_temp_c,neutral,Opponent,Sum of Point,precipitation_mm,Result,season,Snow,Sum of snow_depth_mm,stadium,station_id,Sum of sunshine_total_min,TA,Team,TF,Sum of TotalTri,TranchTemp,TranchWind,Sum of Win,world_cup
2879,,,,,Sydney,Sydney,1937 South Africa tour of Australia and New Zealand,Australia,1937-07-17 00:00:00,1937-07-17 00:00:00,1899-12-30 00:00:00,0,1,,,False,South Africa,0,0,L,Winter,false,,Sydney Cricket Ground,94767,,26,Australia,17,43,no data,no data,0,False
3250,,,,,Sydney,Sydney,1938 New Zealand tour of Australia,Australia,1938-07-23 00:00:00,1938-07-23 00:00:00,1899-12-30 00:00:00,0,1,,,False,Australia,0,0,L,Winter,false,,Sydney Cricket Ground,94767,,9,New Zealand,24,33,no data,no data,0,False
3271,,,,,Sydney,Sydney,1938 New Zealand tour of Australia,Australia,1938-08-13 00:00:00,1938-08-13 00:00:00,1899-12-30 00:00:00,0,1,,,False,Australia,0,0,L,Winter,false,,Sydney Cricket Ground,94767,,6,New Zealand,14,20,no data,no data,0,False
3250,,,,,Sydney,Sydney,1938 New Zealand tour of Australia,Australia,1938-07-23 00:00:00,1938-07-23 00:00:00,1899-12-30 00:00:00,0,0,,,False,New Zealand,3,0,W,Winter,false,,Sydney Cricket Ground,94767,,24,Australia,9,33,no data,no data,1,False
3271,,,,,Sydney,Sydney,1938 New Zealand tour of Australia,Australia,1938-08-13 00:00:00,1938-08-13 00:00:00,1899-12-30 00:00:00,0,0,,,False,New Zealand,3,0,W,Winter,false,,Sydney Cricket Ground,94767,,14,Australia,6,20,no data,no data,1,False
6512,,,,,Sydney,Sydney,1947 New Zealand tour of Australia,Australia,1947-06-28 00:00:00,1947-06-28 00:00:00,1899-12-30 00:00:00,0,0,17.4,8.2,False,Australia,3,0,W,Winter,false,,Sydney Cricket Ground,94767,,14,New Zealand,27,41,no data,no data,1,False
6512,,,,,Sydney,Sydney,1947 New Zealand tour of Australia,Australia,1947-06-28 00:00:00,1947-06-28 00:00:00,1899-12-30 00:00:00,0,1,17.4,8.2,False,New Zealand,0,0,L,Winter,false,,Sydney Cricket Ground,94767,,27,Australia,14,41,no data,no data,0,False
7968,,12.8,,,Sydney,Sydney,1951 New Zealand tour of Australia,Australia,1951-06-23 00:00:00,1951-06-23 00:00:00,1899-12-30 00:00:00,0,0,16.9,8.4,False,Australia,3,26.4,W,Winter,false,,Sydney Cricket Ground,94767,,0,New Zealand,8,8,0-20,no data,1,False
7982,,10.6,,,Sydney,Sydney,1951 New Zealand tour of Australia,Australia,1951-07-07 00:00:00,1951-07-07 00:00:00,1899-12-30 00:00:00,0,0,16.9,5,False,Australia,3,0,W,Winter,false,,Sydney Cricket Ground,94767,,11,New Zealand,17,28,0-20,no data,1,False
7968,,12.8,,,Sydney,Sydney,1951 New Zealand tour of Australia,Australia,1951-06-23 00:00:00,1951-06-23 00:00:00,1899-12-30 00:00:00,0,1,16.9,8.4,False,New Zealand,0,26.4,L,Winter,false,,Sydney Cricket Ground,94767,,8,Australia,0,8,0-20,no data,0,False
7982,,10.6,,,Sydney,Sydney,1951 New Zealand tour of Australia,Australia,1951-07-07 00:00:00,1951-07-07 00:00:00,1899-12-30 00:00:00,0,1,16.9,5,False,New Zealand,0,0,L,Winter,false,,Sydney Cricket Ground,94767,,17,Australia,11,28,0-20,no data,0,False
9767,,12.8,,,Sydney,Sydney,1956 South Africa tour of Australia and New Zealand,Australia,1956-05-26 00:00:00,1956-05-26 00:00:00,1899-12-30 00:00:00,0,0,19.7,9.9,False,Australia,3,0,W,Autumn,false,,Sydney Cricket Ground,94767,,0,South Africa,9,9,0-20,no data,1,False
9767,,12.8,,,Sydney,Sydney,1956 South Africa tour of Australia and New Zealand,Australia,1956-05-26 00:00:00,1956-05-26 00:00:00,1899-12-30 00:00:00,0,1,19.7,9.9,False,South Africa,0,0,L,Autumn,false,,Sydney Cricket Ground,94767,,9,Australia,0,9,0-20,no data,0,False
10131,,11.2,,,Sydney,Sydney,1957 New Zealand tour of Australia,Australia,1957-05-25 00:00:00,1957-05-25 00:00:00,1899-12-30 00:00:00,0,0,19.4,4.6,False,Australia,3,0,W,Autumn,false,,Sydney Cricket Ground,94767,,11,New Zealand,25,36,0-20,no data,1,False
10131,,11.2,,,Sydney,Sydney,1957 New Zealand tour of Australia,Australia,1957-05-25 00:00:00,1957-05-25 00:00:00,1899-12-30 00:00:00,0,1,19.4,4.6,False,New Zealand,0,0,L,Autumn,false,,Sydney Cricket Ground,94767,,25,Australia,11,36,0-20,no data,0,False
11685,,13.2,,,Sydney,Sydney,1961 France tour of New Zealand and Australia,Australia,1961-08-26 00:00:00,1961-08-26 00:00:00,1899-12-30 00:00:00,0,1,14.6,8.3,False,Australia,0,31,L,Winter,false,,Sydney Cricket Ground,94767,,8,France,15,23,0-20,no data,0,False
11685,,13.2,,,Sydney,Sydney,1961 France tour of New Zealand and Australia,Australia,1961-08-26 00:00:00,1961-08-26 00:00:00,1899-12-30 00:00:00,0,0,14.6,8.3,False,France,3,31,W,Winter,false,,Sydney Cricket Ground,94767,,15,Australia,8,23,0-20,no data,1,False
11967,,14.4,,,Sydney,Sydney,1962 New Zealand tour of Australia,Australia,1962-06-04 00:00:00,1962-06-04 00:00:00,1899-12-30 00:00:00,0,1,20.2,8.4,False,Australia,0,0,L,Winter,false,,Sydney Cricket Ground,94767,,5,New Zealand,14,19,0-20,no data,0,False
11967,,14.4,,,Sydney,Sydney,1962 New Zealand tour of Australia,Australia,1962-06-04 00:00:00,1962-06-04 00:00:00,1899-12-30 00:00:00,0,0,20.2,8.4,False,New Zealand,3,0,W,Winter,false,,Sydney Cricket Ground,94767,,14,Australia,5,19,0-20,no data,1,False
12332,,14.4,,,Sydney,Sydney,1963 England tour of Australia and New Zealand,Australia,1963-06-04 00:00:00,1963-06-04 00:00:00,1899-12-30 00:00:00,0,0,16.8,10.6,False,Australia,3,0,W,Winter,false,,Sydney Sports Ground,94767,,18,England,9,27,0-20,no data,1,False
12332,,14.4,,,Sydney,Sydney,1963 England tour of Australia and New Zealand,Australia,1963-06-04 00:00:00,1963-06-04 00:00:00,1899-12-30 00:00:00,0,1,16.8,10.6,False,England,0,0,L,Winter,false,,Sydney Sports Ground,94767,,9,Australia,18,27,0-20,no data,0,False
13078,,13.8,,,Sydney,Sydney,1965 South Africa tour of Australia and New Zealand,Australia,1965-06-19 00:00:00,1965-06-19 00:00:00,1899-12-30 00:00:00,0,1,20.7,6.7,False,Australia,0,0,L,Winter,false,,Sydney Cricket Ground,94767,,18,South Africa,11,29,0-20,no data,0,False
13078,,13.8,,,Sydney,Sydney,1965 South Africa tour of Australia and New Zealand,Australia,1965-06-19 00:00:00,1965-06-19 00:00:00,1899-12-30 00:00:00,0,0,20.7,6.7,False,South Africa,3,0,W,Winter,false,,Sydney Cricket Ground,94767,,11,Australia,18,29,0-20,no data,1,False
13771,,20.3,,,Sydney,Sydney,1967 Ireland tour of Australia,Australia,1967-05-13 00:00:00,1967-05-13 00:00:00,1899-12-30 00:00:00,0,1,26.8,12.2,False,Australia,0,0,L,Autumn,false,,Sydney Cricket Ground,94767,,5,Ireland,11,16,20-30,no data,0,False
13771,,20.3,,,Sydney,Sydney,1967 Ireland tour of Australia,Australia,1967-05-13 00:00:00,1967-05-13 00:00:00,1899-12-30 00:00:00,0,0,26.8,12.2,False,Ireland,3,0,W,Autumn,false,,Sydney Cricket Ground,94767,,11,Australia,5,16,20-30,no data,1,False
14233,,10.1,,,Sydney,Sydney,1968 France tour of New Zealand and Australia,Australia,1968-08-17 00:00:00,1968-08-17 00:00:00,1899-12-30 00:00:00,0,1,15.5,7.2,False,Australia,0,4.8,L,Winter,false,,Sydney Cricket Ground,94767,,11,France,10,21,0-20,no data,0,False
14233,,10.1,,,Sydney,Sydney,1968 France tour of New Zealand and Australia,Australia,1968-08-17 00:00:00,1968-08-17 00:00:00,1899-12-30 00:00:00,0,0,15.5,7.2,False,France,3,4.8,W,Winter,false,,Sydney Cricket Ground,94767,,10,Australia,11,21,0-20,no data,1,False
14170,,13.4,,,Sydney,Sydney,1968 New Zealand tour of Australia,Australia,1968-06-15 00:00:00,1968-06-15 00:00:00,1899-12-30 00:00:00,0,0,17.3,9.2,False,Australia,3,0,W,Winter,false,,Sydney Cricket Ground,94767,,11,New Zealand,27,38,0-20,no data,1,False
14170,,13.4,,,Sydney,Sydney,1968 New Zealand tour of Australia,Australia,1968-06-15 00:00:00,1968-06-15 00:00:00,1899-12-30 00:00:00,0,1,17.3,9.2,False,New Zealand,0,0,L,Winter,false,,Sydney Cricket Ground,94767,,27,Australia,11,38,0-20,no data,0,False
14541,,14.8,,,Sydney,Sydney,"1969 Wales tour of Australia, New Zealand and Fiji",Australia,1969-06-21 00:00:00,1969-06-21 00:00:00,1899-12-30 00:00:00,0,0,16,13.4,False,Australia,3,22.6,W,Winter,false,,Sydney Cricket Ground,94767,,16,Wales,19,35,0-20,no data,1,False
14541,,14.8,,,Sydney,Sydney,"1969 Wales tour of Australia, New Zealand and Fiji",Australia,1969-06-21 00:00:00,1969-06-21 00:00:00,1899-12-30 00:00:00,0,1,16,13.4,False,Wales,0,22.6,L,Winter,false,,Sydney Cricket Ground,94767,,19,Australia,16,35,0-20,no data,0,False
