Sum of __index_level_0__,Sum of avg_sea_level_pres_hpa,Sum of avg_temp_c,Sum of avg_wind_dir_deg,Sum of avg_wind_speed_kmh,city,city_name,competition,country,date,date.1,date.2,Sum of Draw,Sum of Loose,Sum of max_temp_c,Sum of min_temp_c,neutral,Opponent,Sum of Point,precipitation_mm,Result,season,Snow,Sum of snow_depth_mm,stadium,station_id,Sum of sunshine_total_min,TA,Team,TF,Sum of TotalTri,TranchTemp,TranchWind,Sum of Win,world_cup
9824,1005.6,12.6,239,35.8,Auckland,Auckland,2021 Summer International,New Zealand,2021-08-07 00:00:00,2021-08-07 00:00:00,1899-12-30 00:00:00,0,0,15.6,12,False,Australia,3,8.9,W,Winter,false,,Eden Park,93110,,25,New Zealand,33,58,0-20,30-60,1,False
9824,1005.6,12.6,239,35.8,Auckland,Auckland,2021 Summer International,New Zealand,2021-08-07 00:00:00,2021-08-07 00:00:00,1899-12-30 00:00:00,0,1,15.6,12,False,New Zealand,0,8.9,L,Winter,false,,Eden Park,93110,,33,Australia,25,58,0-20,30-60,0,False
10153,1022.7,10.3,224,11.7,Auckland,Auckland,2022 Ireland rugby union tour of New Zealand,New Zealand,2022-07-02 00:00:00,2022-07-02 00:00:00,1899-12-30 00:00:00,0,0,14.8,8.5,False,Ireland,3,0.5,W,Winter,false,,Eden Park,93110,,19,New Zealand,42,61,0-20,moins de 30,1,False
10153,1022.7,10.3,224,11.7,Auckland,Auckland,2022 Ireland rugby union tour of New Zealand,New Zealand,2022-07-02 00:00:00,2022-07-02 00:00:00,1899-12-30 00:00:00,0,1,14.8,8.5,False,New Zealand,0,0.5,L,Winter,false,,Eden Park,93110,,42,Ireland,19,61,0-20,moins de 30,0,False
10237,1014.5,15.3,217,15,Auckland,Auckland,2022 Rugby Championship,New Zealand,2022-09-24 00:00:00,2022-09-24 00:00:00,1899-12-30 00:00:00,0,0,17.8,10.1,False,Australia,3,0,W,Spring,false,,Eden Park,93110,,14,New Zealand,40,54,0-20,moins de 30,1,False
10237,1014.5,15.3,217,15,Auckland,Auckland,2022 Rugby Championship,New Zealand,2022-09-24 00:00:00,2022-09-24 00:00:00,1899-12-30 00:00:00,0,1,17.8,10.1,False,New Zealand,0,0,L,Spring,false,,Eden Park,93110,,40,Australia,14,54,0-20,moins de 30,0,False
10531,1019.4,14.3,245,22.6,Auckland,Auckland,2023 Rugby Championship,New Zealand,2023-07-15 00:00:00,2023-07-15 00:00:00,1899-12-30 00:00:00,0,1,16.1,13,False,New Zealand,0,2.3,L,Winter,false,,Mount Smart Stadium,93110,,35,South Africa,20,55,0-20,moins de 30,0,False
10531,1019.4,14.3,245,22.6,Auckland,Auckland,2023 Rugby Championship,New Zealand,2023-07-15 00:00:00,2023-07-15 00:00:00,1899-12-30 00:00:00,0,0,16.1,13,False,South Africa,3,2.3,W,Winter,false,,Mount Smart Stadium,93110,,20,New Zealand,35,55,0-20,moins de 30,1,False
12646,1026.4,17.2,261,10.8,Belfast,Belfast,2007 Rugby World Cup warm-up tests,Ireland,2007-08-24 00:00:00,2007-08-24 00:00:00,1899-12-30 00:00:00,0,1,21.4,13.1,False,Ireland,0,0,L,Summer,false,,Ravenhill Stadium,03917,,23,Italy,20,43,0-20,moins de 30,0,False
12646,1026.4,17.2,261,10.8,Belfast,Belfast,2007 Rugby World Cup warm-up tests,Ireland,2007-08-24 00:00:00,2007-08-24 00:00:00,1899-12-30 00:00:00,0,0,21.4,13.1,False,Italy,3,0,W,Summer,false,,Ravenhill Stadium,03917,,20,Ireland,23,43,0-20,moins de 30,1,False
8282,,,,,Bloemfontein,Bloemfontein,1933 Australia tour of South Africa,South Africa,1933-09-02 00:00:00,1933-09-02 00:00:00,1899-12-30 00:00:00,0,0,,,False,Australia,3,0,W,Spring,false,,Springbok Park,68442,,15,South Africa,4,19,no data,no data,1,False
8282,,,,,Bloemfontein,Bloemfontein,1933 Australia tour of South Africa,South Africa,1933-09-02 00:00:00,1933-09-02 00:00:00,1899-12-30 00:00:00,0,1,,,False,South Africa,0,0,L,Spring,false,,Springbok Park,68442,,4,Australia,15,19,no data,no data,0,False
18062,,,,,Bloemfontein,Bloemfontein,1960 New Zealand tour,South Africa,1960-08-13 00:00:00,1960-08-13 00:00:00,1899-12-30 00:00:00,1,0,,,False,New Zealand,1,0,D,Winter,false,,Free State Stadium,68442,,11,South Africa,11,22,no data,no data,0,False
18062,,,,,Bloemfontein,Bloemfontein,1960 New Zealand tour,South Africa,1960-08-13 00:00:00,1960-08-13 00:00:00,1899-12-30 00:00:00,1,0,,,False,South Africa,1,0,D,Winter,false,,Free State Stadium,68442,,11,New Zealand,11,22,no data,no data,0,False
20596,,,,,Bloemfontein,Bloemfontein,1967 France rugby union tour of South Africa,South Africa,1967-07-22 00:00:00,1967-07-22 00:00:00,1899-12-30 00:00:00,0,1,,,False,France,0,0,L,Winter,false,,Free State Stadium,68442,,3,South Africa,16,19,no data,no data,0,False
20596,,,,,Bloemfontein,Bloemfontein,1967 France rugby union tour of South Africa,South Africa,1967-07-22 00:00:00,1967-07-22 00:00:00,1899-12-30 00:00:00,0,0,,,False,South Africa,3,0,W,Winter,false,,Free State Stadium,68442,,16,France,3,19,no data,no data,1,False
21387,,,,,Bloemfontein,Bloemfontein,1969 Australia tour of South Africa,South Africa,1969-09-20 00:00:00,1969-09-20 00:00:00,1899-12-30 00:00:00,0,1,,,False,Australia,0,0,L,Spring,false,,Free State Stadium,68442,,8,South Africa,19,27,no data,no data,0,False
21387,,,,,Bloemfontein,Bloemfontein,1969 Australia tour of South Africa,South Africa,1969-09-20 00:00:00,1969-09-20 00:00:00,1899-12-30 00:00:00,0,0,,,False,South Africa,3,0,W,Spring,false,,Free State Stadium,68442,,19,Australia,8,27,no data,no data,1,False
22017,,,,,Bloemfontein,Bloemfontein,1971 France rugby union tour of South Africa,South Africa,1971-06-12 00:00:00,1971-06-12 00:00:00,1899-12-30 00:00:00,0,1,,,False,France,0,0,L,Winter,false,,Free State Stadium,68442,,9,South Africa,22,31,no data,no data,0,False
22017,,,,,Bloemfontein,Bloemfontein,1971 France rugby union tour of South Africa,South Africa,1971-06-12 00:00:00,1971-06-12 00:00:00,1899-12-30 00:00:00,0,0,,,False,South Africa,3,0,W,Winter,false,,Free State Stadium,68442,,22,France,9,31,no data,no data,1,False
23487,,5.7,,,Bloemfontein,Bloemfontein,1975 France rugby union tour of South Africa,South Africa,1975-06-21 00:00:00,1975-06-21 00:00:00,1899-12-30 00:00:00,0,0,,,False,France,3,0,W,Winter,false,,Free State Stadium,68442,,25,South Africa,38,63,0-20,no data,1,False
23487,,5.7,,,Bloemfontein,Bloemfontein,1975 France rugby union tour of South Africa,South Africa,1975-06-21 00:00:00,1975-06-21 00:00:00,1899-12-30 00:00:00,0,1,,,False,South Africa,0,0,L,Winter,false,,Free State Stadium,68442,,38,France,25,63,0-20,no data,0,False
23907,,3.6,,,Bloemfontein,Bloemfontein,1976 New Zealand tour,South Africa,1976-08-14 00:00:00,1976-08-14 00:00:00,1899-12-30 00:00:00,0,0,,,False,New Zealand,3,0,W,Winter,false,,Free State Stadium,68442,,15,South Africa,9,24,0-20,no data,1,False
23907,,3.6,,,Bloemfontein,Bloemfontein,1976 New Zealand tour,South Africa,1976-08-14 00:00:00,1976-08-14 00:00:00,1899-12-30 00:00:00,0,1,,,False,South Africa,0,0,L,Winter,false,,Free State Stadium,68442,,9,New Zealand,15,24,0-20,no data,0,False
31186,,5.1,,,Bloemfontein,Bloemfontein,1996 Tri Nations Series,South Africa,1996-08-03 00:00:00,1996-08-03 00:00:00,1899-12-30 00:00:00,0,0,15.2,-4.9,False,Australia,3,0,W,Winter,false,,Free State Stadium,68442,,19,South Africa,25,44,0-20,no data,1,False
31186,,5.1,,,Bloemfontein,Bloemfontein,1996 Tri Nations Series,South Africa,1996-08-03 00:00:00,1996-08-03 00:00:00,1899-12-30 00:00:00,0,1,15.2,-4.9,False,South Africa,0,0,L,Winter,false,,Free State Stadium,68442,,25,Australia,19,44,0-20,no data,0,False
31865,,7.4,,,Bloemfontein,Bloemfontein,1998 Ireland rugby union tour of South Africa,South Africa,1998-06-13 00:00:00,1998-06-13 00:00:00,1899-12-30 00:00:00,0,0,,-5.1,False,Ireland,3,0,W,Winter,false,,Vodacom Park,68442,,13,South Africa,37,50,0-20,no data,1,False
31865,,7.4,,,Bloemfontein,Bloemfontein,1998 Ireland rugby union tour of South Africa,South Africa,1998-06-13 00:00:00,1998-06-13 00:00:00,1899-12-30 00:00:00,0,1,,-5.1,False,South Africa,0,0,L,Winter,false,,Vodacom Park,68442,,37,Ireland,13,50,0-20,no data,0,False
32606,,4.4,,,Bloemfontein,Bloemfontein,2000 England rugby union tour of South Africa,South Africa,2000-06-24 00:00:00,2000-06-24 00:00:00,1899-12-30 00:00:00,0,1,15.3,-7.8,False,England,0,0,L,Winter,false,,Free State Stadium,68442,,27,South Africa,22,49,0-20,no data,0,False
32606,,4.4,,,Bloemfontein,Bloemfontein,2000 England rugby union tour of South Africa,South Africa,2000-06-24 00:00:00,2000-06-24 00:00:00,1899-12-30 00:00:00,0,0,15.3,-7.8,False,South Africa,3,0,W,Winter,false,,Free State Stadium,68442,,22,England,27,49,0-20,no data,1,False
33319,,12.8,,,Bloemfontein,Bloemfontein,2002 Wales tour of South Africa,South Africa,2002-06-08 00:00:00,2002-06-08 00:00:00,1899-12-30 00:00:00,0,1,20.1,2.1,False,South Africa,0,,L,Winter,false,,Free State Stadium,68442,,34,Wales,19,53,0-20,no data,0,False
33319,,12.8,,,Bloemfontein,Bloemfontein,2002 Wales tour of South Africa,South Africa,2002-06-08 00:00:00,2002-06-08 00:00:00,1899-12-30 00:00:00,0,0,20.1,2.1,False,Wales,3,,W,Winter,false,,Free State Stadium,68442,,19,South Africa,34,53,0-20,no data,1,False
34050,,5.7,,,Bloemfontein,Bloemfontein,2004 Ireland rugby union tour of South Africa,South Africa,2004-06-12 00:00:00,2004-06-12 00:00:00,1899-12-30 00:00:00,0,0,16.2,-4.3,False,Ireland,3,0,W,Winter,false,,Vodacom Park,68442,,17,South Africa,31,48,0-20,no data,1,False
34050,,5.7,,,Bloemfontein,Bloemfontein,2004 Ireland rugby union tour of South Africa,South Africa,2004-06-12 00:00:00,2004-06-12 00:00:00,1899-12-30 00:00:00,0,1,16.2,-4.3,False,South Africa,0,0,L,Winter,false,,Vodacom Park,68442,,31,Ireland,17,48,0-20,no data,0,False
35128,,3.7,,4.4,Bloemfontein,Bloemfontein,2007 England rugby union tour of South Africa,South Africa,2007-05-26 00:00:00,2007-05-26 00:00:00,1899-12-30 00:00:00,0,0,17.4,-8,False,England,3,,W,Autumn,false,,Free State Stadium,68442,,10,South Africa,58,68,0-20,moins de 30,1,False
35128,,3.7,,4.4,Bloemfontein,Bloemfontein,2007 England rugby union tour of South Africa,South Africa,2007-05-26 00:00:00,2007-05-26 00:00:00,1899-12-30 00:00:00,0,1,17.4,-8,False,South Africa,0,,L,Autumn,false,,Free State Stadium,68442,,58,England,10,68,0-20,moins de 30,0,False
35506,,7.4,,3.6,Bloemfontein,Bloemfontein,2008 Wales tour of South Africa,South Africa,2008-06-07 00:00:00,2008-06-07 00:00:00,1899-12-30 00:00:00,0,1,19.4,-1.5,False,South Africa,0,,L,Winter,false,,Free State Stadium,68442,,43,Wales,17,60,0-20,moins de 30,0,False
35506,,7.4,,3.6,Bloemfontein,Bloemfontein,2008 Wales tour of South Africa,South Africa,2008-06-07 00:00:00,2008-06-07 00:00:00,1899-12-30 00:00:00,0,0,19.4,-1.5,False,Wales,3,,W,Winter,false,,Free State Stadium,68442,,17,South Africa,43,60,0-20,moins de 30,1,False
35919,,3.2,,3.6,Bloemfontein,Bloemfontein,2009 Tri Nations Series,South Africa,2009-07-25 00:00:00,2009-07-25 00:00:00,1899-12-30 00:00:00,0,0,14.1,-7.3,False,New Zealand,3,,W,Winter,false,,Free State Stadium,68442,,19,South Africa,28,47,0-20,moins de 30,1,False
35919,,3.2,,3.6,Bloemfontein,Bloemfontein,2009 Tri Nations Series,South Africa,2009-07-25 00:00:00,2009-07-25 00:00:00,1899-12-30 00:00:00,0,1,14.1,-7.3,False,South Africa,0,,L,Winter,false,,Free State Stadium,68442,,28,New Zealand,19,47,0-20,moins de 30,0,False
36325,,12.9,,5.8,Bloemfontein,Bloemfontein,2010 Tri Nations Series,South Africa,2010-09-04 00:00:00,2010-09-04 00:00:00,1899-12-30 00:00:00,0,1,27.2,-1.4,False,Australia,0,,L,Spring,false,,Free State Stadium,68442,,41,South Africa,39,80,0-20,moins de 30,0,False
36325,,12.9,,5.8,Bloemfontein,Bloemfontein,2010 Tri Nations Series,South Africa,2010-09-04 00:00:00,2010-09-04 00:00:00,1899-12-30 00:00:00,0,0,27.2,-1.4,False,South Africa,3,,W,Spring,false,,Free State Stadium,68442,,39,Australia,41,80,0-20,moins de 30,1,False
38907,,20.1,,,Bloemfontein,Bloemfontein,2017 Rugby Championship,South Africa,2017-09-30 00:00:00,2017-09-30 00:00:00,1899-12-30 00:00:00,1,0,28.5,,False,Australia,1,,D,Spring,false,,Free State Stadium,68442,,27,South Africa,27,54,20-30,no data,0,False
38907,,20.1,,,Bloemfontein,Bloemfontein,2017 Rugby Championship,South Africa,2017-09-30 00:00:00,2017-09-30 00:00:00,1899-12-30 00:00:00,1,0,28.5,,False,South Africa,1,,D,Spring,false,,Free State Stadium,68442,,27,Australia,27,54,20-30,no data,0,False
39166,,5.8,,,Bloemfontein,Bloemfontein,2018 England rugby union tour of South Africa,South Africa,2018-06-16 00:00:00,2018-06-16 00:00:00,1899-12-30 00:00:00,0,0,15.9,,False,England,3,,W,Winter,false,,Free State Stadium,68442,,12,South Africa,23,35,0-20,no data,1,False
39166,,5.8,,,Bloemfontein,Bloemfontein,2018 England rugby union tour of South Africa,South Africa,2018-06-16 00:00:00,2018-06-16 00:00:00,1899-12-30 00:00:00,0,1,15.9,,False,South Africa,0,,L,Winter,false,,Free State Stadium,68442,,23,England,12,35,0-20,no data,0,False
40650,1026.3,7.1,335,6.9,Bloemfontein,Bloemfontein,2022 Wales tour of South Africa,South Africa,2022-07-09 00:00:00,2022-07-09 00:00:00,1899-12-30 00:00:00,0,0,19,-4,False,South Africa,3,0,W,Winter,false,,Free State Stadium,68442,,12,Wales,13,25,0-20,moins de 30,1,False
40650,1026.3,7.1,335,6.9,Bloemfontein,Bloemfontein,2022 Wales tour of South Africa,South Africa,2022-07-09 00:00:00,2022-07-09 00:00:00,1899-12-30 00:00:00,0,1,19,-4,False,Wales,0,0,L,Winter,false,,Free State Stadium,68442,,13,South Africa,12,25,0-20,moins de 30,0,False
4393,,,,,Bordeaux,Bordeaux,1912–13 South Africa rugby union tour of Europe,France,1913-01-11 00:00:00,1913-01-11 00:00:00,1899-12-30 00:00:00,0,1,13.7,3.9,False,France,0,0,L,Winter,false,,Parc Lescure,07510,,5,South Africa,38,43,no data,no data,0,False
4393,,,,,Bordeaux,Bordeaux,1912–13 South Africa rugby union tour of Europe,France,1913-01-11 00:00:00,1913-01-11 00:00:00,1899-12-30 00:00:00,0,0,13.7,3.9,False,South Africa,3,0,W,Winter,false,,Parc Lescure,07510,,38,France,5,43,no data,no data,1,False
23078,,,,,Bordeaux,Bordeaux,1968 South Africa rugby union tour of France,France,1968-11-09 00:00:00,1968-11-09 00:00:00,1899-12-30 00:00:00,0,1,13,7.2,False,France,0,0,L,Autumn,false,,Parc Lescure,07510,,9,South Africa,12,21,no data,no data,0,False
23078,,,,,Bordeaux,Bordeaux,1968 South Africa rugby union tour of France,France,1968-11-09 00:00:00,1968-11-09 00:00:00,1899-12-30 00:00:00,0,0,13,7.2,False,South Africa,3,0,W,Autumn,false,,Parc Lescure,07510,,12,France,9,21,no data,no data,1,False
25984,,9.4,,,Bordeaux,Bordeaux,1976 Australia tour of France and Italy,France,1976-10-24 00:00:00,1976-10-24 00:00:00,1899-12-30 00:00:00,0,0,14.9,6,False,Australia,3,1.6,W,Autumn,false,,Stade Chaban-Delmas,07510,,15,France,18,33,0-20,no data,1,False
25984,,9.4,,,Bordeaux,Bordeaux,1976 Australia tour of France and Italy,France,1976-10-24 00:00:00,1976-10-24 00:00:00,1899-12-30 00:00:00,0,1,14.9,6,False,France,0,1.6,L,Autumn,false,,Stade Chaban-Delmas,07510,,18,Australia,15,33,0-20,no data,0,False
32199,,11.9,,,Bordeaux,Bordeaux,1993 Australia tour of France and North America,France,1993-10-30 00:00:00,1993-10-30 00:00:00,1899-12-30 00:00:00,0,0,18.3,5.4,False,Australia,3,0,W,Autumn,false,,Stade Municipal,07510,,13,France,16,29,0-20,no data,1,False
32199,,11.9,,,Bordeaux,Bordeaux,1993 Australia tour of France and North America,France,1993-10-30 00:00:00,1993-10-30 00:00:00,1899-12-30 00:00:00,0,1,18.3,5.4,False,France,0,0,L,Autumn,false,,Stade Municipal,07510,,16,Australia,13,29,0-20,no data,0,False
33326,,13.2,,,Bordeaux,Bordeaux,1996 South Africa rugby union tour of Argentina and Europe,France,1996-11-30 00:00:00,1996-11-30 00:00:00,1899-12-30 00:00:00,0,0,14.1,11.9,False,France,3,5.6,W,Autumn,false,,Parc Lescure,07510,,12,South Africa,22,34,0-20,no data,1,False
33326,,13.2,,,Bordeaux,Bordeaux,1996 South Africa rugby union tour of Argentina and Europe,France,1996-11-30 00:00:00,1996-11-30 00:00:00,1899-12-30 00:00:00,0,1,14.1,11.9,False,South Africa,0,5.6,L,Autumn,false,,Parc Lescure,07510,,22,France,12,34,0-20,no data,0,False
38695,1013.2,22.6,252,6.3,Bordeaux,Bordeaux,2011 Rugby World Cup warm up,France,2011-08-13 00:00:00,2011-08-13 00:00:00,1899-12-30 00:00:00,0,1,30,17.3,False,France,0,0.2,L,Summer,false,,Stade Chaban-Delmas,07510,,19,Ireland,12,31,20-30,moins de 30,0,False
38695,1013.2,22.6,252,6.3,Bordeaux,Bordeaux,2011 Rugby World Cup warm up,France,2011-08-13 00:00:00,2011-08-13 00:00:00,1899-12-30 00:00:00,0,0,30,17.3,False,Ireland,3,0.2,W,Summer,false,,Stade Chaban-Delmas,07510,,12,France,19,31,20-30,moins de 30,1,False
195,,,,,Brisbane,Brisbane,2000 Argentina tour of Australia and England,Australia,2000-06-17 00:00:00,2000-06-17 00:00:00,1899-12-30 00:00:00,0,1,20,10,False,Argentina,0,0,L,Winter,false,,Ballymore Stadium,94576,,6,Australia,53,59,no data,no data,0,False
195,,,,,Brisbane,Brisbane,2000 Argentina tour of Australia and England,Australia,2000-06-17 00:00:00,2000-06-17 00:00:00,1899-12-30 00:00:00,0,0,20,10,False,Australia,3,0,W,Winter,false,,Ballymore Stadium,94576,,53,Argentina,6,59,no data,no data,1,False
964,,,,,Brisbane,Brisbane,2002 Tri Nations Series,Australia,2002-07-27 00:00:00,2002-07-27 00:00:00,1899-12-30 00:00:00,0,1,23,6,False,Australia,0,0,L,Winter,false,,Brisbane Cricket Ground,94576,,38,South Africa,27,65,no data,no data,0,False
964,,,,,Brisbane,Brisbane,2002 Tri Nations Series,Australia,2002-07-27 00:00:00,2002-07-27 00:00:00,1899-12-30 00:00:00,0,0,23,6,False,South Africa,3,0,W,Winter,false,,Brisbane Cricket Ground,94576,,27,Australia,38,65,no data,no data,1,False
1433,,,,,Brisbane,Brisbane,2003 Rugby World Cup Quarter-final,Australia,2003-11-08 00:00:00,2003-11-08 00:00:00,1899-12-30 00:00:00,0,1,24.4,18.6,False,Australia,0,0.4,L,Spring,false,,Lang Park,94576,,33,Scotland,16,49,no data,no data,0,True
1433,,,,,Brisbane,Brisbane,2003 Rugby World Cup Quarter-final,Australia,2003-11-08 00:00:00,2003-11-08 00:00:00,1899-12-30 00:00:00,0,0,24.4,18.6,False,Scotland,3,0.4,W,Spring,false,,Lang Park,94576,,16,Australia,33,49,no data,no data,1,True
1434,,,,,Brisbane,Brisbane,2003 Rugby World Cup Quarter-final,Australia,2003-11-09 00:00:00,2003-11-09 00:00:00,1899-12-30 00:00:00,0,1,26.6,16.9,True,England,0,6.2,L,Spring,false,,Lang Park,94576,,28,Wales,17,45,no data,no data,0,True
1434,,,,,Brisbane,Brisbane,2003 Rugby World Cup Quarter-final,Australia,2003-11-09 00:00:00,2003-11-09 00:00:00,1899-12-30 00:00:00,0,0,26.6,16.9,True,Wales,3,6.2,W,Spring,false,,Lang Park,94576,,17,England,28,45,no data,no data,1,True
1335,,,,,Brisbane,Brisbane,2003 Tri Nations Series,Australia,2003-08-02 00:00:00,2003-08-02 00:00:00,1899-12-30 00:00:00,0,0,22.6,7.5,False,Australia,3,0,W,Winter,false,,Lang Park,94576,,29,South Africa,9,38,no data,no data,1,False
1335,,,,,Brisbane,Brisbane,2003 Tri Nations Series,Australia,2003-08-02 00:00:00,2003-08-02 00:00:00,1899-12-30 00:00:00,0,1,22.6,7.5,False,South Africa,0,0,L,Winter,false,,Lang Park,94576,,9,Australia,29,38,no data,no data,0,False
1664,,,,,Brisbane,Brisbane,2004 England tour of Australia and New Zealand,Australia,2004-06-26 00:00:00,2004-06-26 00:00:00,1899-12-30 00:00:00,0,1,21.9,6.8,False,Australia,0,0,L,Winter,false,,Lang Park,94576,,51,England,15,66,no data,no data,0,False
1664,,,,,Brisbane,Brisbane,2004 England tour of Australia and New Zealand,Australia,2004-06-26 00:00:00,2004-06-26 00:00:00,1899-12-30 00:00:00,0,0,21.9,6.8,False,England,3,0,W,Winter,false,,Lang Park,94576,,15,Australia,51,66,no data,no data,1,False
2035,,,,,Brisbane,Brisbane,2005 France tour of South Africa and Australia,Australia,2005-07-02 00:00:00,2005-07-02 00:00:00,1899-12-30 00:00:00,0,1,25.2,15.6,False,Australia,0,1.8,L,Winter,false,,Lang Park,94576,,37,France,31,68,no data,no data,0,False
2035,,,,,Brisbane,Brisbane,2005 France tour of South Africa and Australia,Australia,2005-07-02 00:00:00,2005-07-02 00:00:00,1899-12-30 00:00:00,0,0,25.2,15.6,False,France,3,1.8,W,Winter,false,,Lang Park,94576,,31,Australia,37,68,no data,no data,1,False
2427,,,,,Brisbane,Brisbane,2006 Tri Nations Series,Australia,2006-07-29 00:00:00,2006-07-29 00:00:00,1899-12-30 00:00:00,0,1,24.3,10.2,False,Australia,0,16.8,L,Winter,false,,Lang Park,94576,,9,New Zealand,13,22,no data,no data,0,False
2413,,,,,Brisbane,Brisbane,2006 Tri Nations Series,Australia,2006-07-15 00:00:00,2006-07-15 00:00:00,1899-12-30 00:00:00,0,1,19.8,12.6,False,Australia,0,0,L,Winter,false,,Lang Park,94576,,49,South Africa,0,49,no data,no data,0,False
2427,,,,,Brisbane,Brisbane,2006 Tri Nations Series,Australia,2006-07-29 00:00:00,2006-07-29 00:00:00,1899-12-30 00:00:00,0,0,24.3,10.2,False,New Zealand,3,16.8,W,Winter,false,,Lang Park,94576,,13,Australia,9,22,no data,no data,1,False
2413,,,,,Brisbane,Brisbane,2006 Tri Nations Series,Australia,2006-07-15 00:00:00,2006-07-15 00:00:00,1899-12-30 00:00:00,0,0,19.8,12.6,False,South Africa,3,0,W,Winter,false,,Lang Park,94576,,0,Australia,49,49,no data,no data,1,False
2735,,,,,Brisbane,Brisbane,2007 Wales tour of Australia,Australia,2007-06-02 00:00:00,2007-06-02 00:00:00,1899-12-30 00:00:00,0,1,22.3,16,False,Australia,0,0,L,Winter,false,,Lang Park,94576,,31,Wales,0,31,no data,no data,0,False
2735,,,,,Brisbane,Brisbane,2007 Wales tour of Australia,Australia,2007-06-02 00:00:00,2007-06-02 00:00:00,1899-12-30 00:00:00,0,0,22.3,16,False,Wales,3,0,W,Winter,false,,Lang Park,94576,,0,Australia,31,31,no data,no data,1,False
3134,,,,,Brisbane,Brisbane,2008 France tour of Australia,Australia,2008-07-05 00:00:00,2008-07-05 00:00:00,1899-12-30 00:00:00,0,1,16.7,12.3,False,Australia,0,0,L,Winter,false,,Lang Park,94576,,40,France,10,50,no data,no data,0,False
3134,,,,,Brisbane,Brisbane,2008 France tour of Australia,Australia,2008-07-05 00:00:00,2008-07-05 00:00:00,1899-12-30 00:00:00,0,0,16.7,12.3,False,France,3,0,W,Winter,false,,Lang Park,94576,,10,Australia,40,50,no data,no data,1,False
3204,,,,,Brisbane,Brisbane,2008 Tri Nations Series,Australia,2008-09-13 00:00:00,2008-09-13 00:00:00,1899-12-30 00:00:00,0,0,24.7,13.6,False,Australia,3,0.4,W,Spring,false,,Lang Park,94576,,24,New Zealand,28,52,no data,no data,1,False
3204,,,,,Brisbane,Brisbane,2008 Tri Nations Series,Australia,2008-09-13 00:00:00,2008-09-13 00:00:00,1899-12-30 00:00:00,0,1,24.7,13.6,False,New Zealand,0,0.4,L,Spring,false,,Lang Park,94576,,28,Australia,24,52,no data,no data,0,False
