date,home_team,away_team,home_score,away_score,competition,stadium,city,country,neutral,world_cup
2012-03-17,Italy,Scotland,13,6,2012 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False
2012-06-05,Australia,Scotland,6,9,"2012 Scotland tour of Australia, Fiji and Samoa",McDonald Jones Stadium,Newcastle,Australia,False,False
2012-06-09,Australia,Wales,27,19,2012 Wales tour of Australia,Lang Park,Brisbane,Australia,False,False
2012-06-09,Argentina,Italy,37,22,2012 June rugby union tests,Estadio Bicentenario,San Juan,Argentina,False,False
2012-06-09,New Zealand,Ireland,42,10,2012 Ireland rugby union tour of New Zealand,Eden Park,Auckland,New Zealand,False,False
2012-06-09,South Africa,England,22,17,2012 England rugby union tour of South Africa,Kings Park,Durban,South Africa,False,False
2012-06-16,Australia,Wales,25,23,2012 Wales tour of Australia,Docklands Stadium,Melbourne,Australia,False,False
2012-06-16,New Zealand,Ireland,22,19,2012 Ireland rugby union tour of New Zealand,Rugby League Park,Christchurch,New Zealand,False,False
2012-06-16,Argentina,France,23,20,2012 France tour of Argentina,Estadio Mario Alberto Kempes,Córdoba,Argentina,False,False
2012-06-16,South Africa,England,36,27,2012 England rugby union tour of South Africa,Ellis Park,Johannesburg,South Africa,False,False
2012-06-23,New Zealand,Ireland,60,0,2012 Ireland rugby union tour of New Zealand,Waikato Stadium,Hamilton,New Zealand,False,False
2012-06-23,Australia,Wales,20,19,2012 Wales tour of Australia,Sydney Football Stadium,Sydney,Australia,False,False
2012-06-23,Argentina,France,10,49,2012 France tour of Argentina,Estadio José Fierro,Tucumán,Argentina,False,False
2012-06-23,South Africa,England,14,14,2012 England rugby union tour of South Africa,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,False,False
2012-08-18,Australia,New Zealand,19,27,2012 Rugby Championship,Stadium Australia,Sydney,Australia,False,False
2012-08-18,South Africa,Argentina,27,6,2012 Rugby Championship,Newlands Stadium,Cape Town,South Africa,False,False
2012-08-25,New Zealand,Australia,22,0,2012 Rugby Championship,Eden Park,Auckland,New Zealand,False,False
2012-08-25,Argentina,South Africa,16,16,2012 Rugby Championship,Malvinas Argentinas,Mendoza,Argentina,False,False
2012-09-08,New Zealand,Argentina,21,5,2012 Rugby Championship,Westpac Stadium,Wellington,New Zealand,False,False
2012-09-08,Australia,South Africa,26,19,2012 Rugby Championship,Subiaco Oval,Perth,Australia,False,False
2012-09-15,Australia,Argentina,23,19,2012 Rugby Championship,Robina Stadium,Gold Coast,Australia,False,False
2012-09-15,New Zealand,South Africa,21,11,2012 Rugby Championship,Forsyth Barr Stadium,Dunedin,New Zealand,False,False
2012-09-29,South Africa,Australia,31,8,2012 Rugby Championship,Loftus Versfeld Stadium,Pretoria,South Africa,False,False
2012-09-29,Argentina,New Zealand,15,54,2012 Rugby Championship,Estadio Único,La Plata,Argentina,False,False
2012-10-06,South Africa,New Zealand,16,32,2012 Rugby Championship,FNB Stadium,Johannesburg,South Africa,False,False
2012-10-06,Argentina,Australia,19,25,2012 Rugby Championship,Gigante de Arroyito,Rosario,Argentina,False,False
2012-10-20,Australia,New Zealand,18,18,2012 Autumn International,Lang Park,Brisbane,Australia,False,False
2012-11-10,Wales,Argentina,12,26,2012 Autumn International,Millennium Stadium,Cardiff,Wales,False,False
2012-11-10,Ireland,South Africa,12,16,2012 end-of-year test,Aviva Stadium,Dublin,Ireland,False,False
2012-11-10,France,Australia,33,6,2012 Autumn International,Stade de France,Saint-Denis,France,False,False
2012-11-11,Scotland,New Zealand,22,51,2012 Autumn International,Murrayfield,Edinburgh,Scotland,False,False
2012-11-17,France,Argentina,39,22,2012 Autumn International,Grand Stade Lille Métropole,Lille,France,False,False
2012-11-17,England,Australia,14,20,2012 Autumn International,Twickenham Stadium,London,England,False,False
2012-11-17,Scotland,South Africa,10,21,2012 Autumn International,Murrayfield,Edinburgh,Scotland,False,False
2012-11-17,Italy,New Zealand,10,42,2012 end-of-year internationals,Stadio Olimpico,Rome,Italy,False,False
2012-11-24,Ireland,Argentina,46,24,2012 Autumn Internationals,Aviva Stadium,Dublin,Ireland,False,False
2012-11-24,Wales,New Zealand,10,33,2012 Autumn International,Millennium Stadium,Cardiff,Wales,False,False
2012-11-24,England,South Africa,15,16,2012 Autumn International,Twickenham,London,England,False,False
2012-11-24,Italy,Australia,19,22,2012 Autumn International,Stadio Artemio Franchi,Florence,Italy,False,False
2012-12-01,Wales,Australia,12,14,2012 Autumn International,Millennium Stadium,Cardiff,Wales,False,False
2012-12-01,England,New Zealand,38,21,2012 Autumn International,Twickenham,London,England,False,False
2013-02-02,Wales,Ireland,22,30,2013 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False
2013-02-02,England,Scotland,38,18,2013 Six Nations Championship,Twickenham Stadium,London,England,False,False
2013-02-03,Italy,France,23,18,2013 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False
2013-02-09,Scotland,Italy,34,10,2013 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False
2013-02-09,France,Wales,6,16,2013 Six Nations Championship,Stade de France,Paris,France,False,False
2013-02-10,Ireland,England,6,12,2013 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False
2013-02-23,England,France,23,13,2013 Six Nations Championship,Twickenham,London,England,False,False
2013-02-23,Italy,Wales,9,26,2013 Six Nations,Stadio Olimpico,Rome,Italy,False,False
2013-02-24,Scotland,Ireland,12,8,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
2013-03-09,Scotland,Wales,18,28,2013 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
2013-03-09,Ireland,France,13,13,2013 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False
2013-03-10,England,Italy,18,11,2013 Six Nations Championship,Twickenham,London,England,False,False
2013-03-16,Wales,England,30,3,2013 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False
2013-03-16,France,Scotland,23,16,2013 Six Nations Championship,Stade de France,Saint-Denis,France,False,False
2013-03-16,Italy,Ireland,22,15,2013 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False
2013-06-08,Argentina,England,3,32,2013 England tour of Argentina,Estadio Padre Ernesto Martearena,Salta,Argentina,False,False
2013-06-08,New Zealand,France,23,13,2013 French tour to New Zealand,Eden Park,Auckland,New Zealand,False,False
2013-06-08,South Africa,Italy,44,10,2013 South African quadrangular tournament,Kings Park Stadium,Durban,South Africa,False,False
2013-06-15,Argentina,England,26,51,2013 England tour of Argentina,Vélez Sársfield,Buenos Aires,Argentina,False,False
2013-06-15,South Africa,Scotland,30,17,South African Quadrangular tournament,Mbombela Stadium,Nelspruit,South Africa,False,False
2013-06-15,New Zealand,France,30,0,2013 French tour to New Zealand,Rugby League Park,Christchurch,New Zealand,False,False
2013-06-22,Scotland,Italy,30,29,South African Quadrangular tournament third place final,Loftus Versfeld,Pretoria,South Africa,True,False
2013-06-22,New Zealand,France,24,9,2013 French tour to New Zealand,Yarrow Stadium,New Plymouth,New Zealand,False,False
2013-08-17,South Africa,Argentina,73,13,2013 Rugby Championship,FNB Stadium,Johannesburg,South Africa,False,False
2013-08-17,Australia,New Zealand,29,47,2013 Rugby Championship,Stadium Australia,Sydney,Australia,False,False
2013-08-24,New Zealand,Australia,27,16,2013 Rugby Championship,Wellington Regional Stadium,Wellington,New Zealand,False,False
2013-08-24,Argentina,South Africa,17,22,2013 Rugby Championship,Malvinas Argentinas,Mendoza,Argentina,False,False
2013-09-07,New Zealand,Argentina,28,13,2013 Rugby Championship,Waikato Stadium,Hamilton,New Zealand,False,False
2013-09-07,Australia,South Africa,12,38,2013 Rugby Championship,Lang Park,Brisbane,Australia,False,False
2013-09-14,Australia,Argentina,14,13,2013 Rugby Championship,Subiaco Oval,Perth,Australia,False,False
2013-09-14,New Zealand,South Africa,29,15,2013 Rugby Championship,Eden Park,Auckland,New Zealand,False,False
2013-09-28,Argentina,New Zealand,15,33,2013 Rugby Championship,Estadio Único,La Plata,Argentina,False,False
2013-09-28,South Africa,Australia,28,8,2013 Rugby Championship,Newlands Stadium,Cape Town,South Africa,False,False
2013-10-05,South Africa,New Zealand,27,38,2013 Rugby Championship,Ellis Park,Johannesburg,South Africa,False,False
2013-10-05,Argentina,Australia,17,54,2013 Rugby Championship,Gigante de Arroyito,Rosario,Argentina,False,False
2013-10-19,New Zealand,Australia,41,33,2013 Autumn International,Forsyth Barr Stadium,Dunedin,New Zealand,False,False
2013-11-02,England,Australia,20,13,2013 Autumn International,Twickenham Stadium,London,England,False,False
2013-11-09,Wales,South Africa,15,24,2013 end-of-year test,Millennium Stadium,Cardiff,Wales,False,False
2013-11-09,France,New Zealand,19,26,2013 end-of year test,Stade de France,Saint-Denis,France,False,False
2013-11-09,Italy,Australia,20,50,2013 Autumn International,Stadio Olimpico di Torino,Turin,Italy,False,False
2013-11-09,England,Argentina,31,12,2013 Autumn International,Twickenham,London,England,False,False
2013-11-16,Wales,Argentina,40,6,2013 Autumn International,Millennium Stadium,Cardiff,Wales,False,False
2013-11-16,Ireland,Australia,15,32,2013 Autumn International,Lansdowne Road,Dublin,Ireland,False,False
2013-11-16,England,New Zealand,22,30,2013 Autumn International,Twickenham,London,England,False,False
2013-11-17,Scotland,South Africa,0,28,2013 Autumn International,Murrayfield,Edinburgh,Scotland,False,False
2013-11-23,France,South Africa,10,19,2013 end-of-year test,Stade de France,Saint-Denis,France,False,False
2013-11-23,Italy,Argentina,14,19,2013 end of year test,Stadio Olimpico,Rome,Italy,False,False
2013-11-23,Scotland,Australia,15,21,2013 Autumn International,Murrayfield Stadium,Edinburgh,Scotland,False,False
2013-11-24,Ireland,New Zealand,22,24,2013 Autumn International,Aviva Stadium,Dublin,Ireland,False,False
2013-11-30,Wales,Australia,26,30,2013 Autumn International,Millennium Stadium,Cardiff,Wales,False,False
2014-02-01,Wales,Italy,23,15,2014 Six Nations,Millennium Stadium,Cardiff,Wales,False,False
2014-02-01,France,England,26,24,2014 Six Nations Championship,Stade de France,Saint-Denis,France,False,False
2014-02-02,Ireland,Scotland,28,6,2014 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False
2014-02-08,Ireland,Wales,26,3,2014 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False
2014-02-08,Scotland,England,0,20,2014 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
2014-02-09,France,Italy,30,10,2014 Six Nations Championship,Stade de France,Saint-Denis,France,False,False
2014-02-21,Wales,France,27,6,2014 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False
2014-02-22,Italy,Scotland,20,21,2014 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False
2014-02-22,England,Ireland,13,10,2014 Six Nations Championship,Twickenham,London,England,False,False
2014-03-08,Scotland,France,17,19,2014 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False
2014-03-08,Ireland,Italy,46,7,2014 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False
2014-03-09,England,Wales,29,18,2014 Six Nations Championship,Twickenham,London,England,False,False
2014-03-15,Italy,England,11,52,2014 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False
2014-03-15,Wales,Scotland,51,3,2014 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False
2014-03-15,France,Ireland,20,22,2014 Six Nations Championship,Stade de France,Saint-Denis,France,False,False
2014-06-07,Argentina,Ireland,17,29,2014 Ireland rugby union tour of Argentina,Estadio Centenario,Resistencia,Argentina,False,False
2014-06-07,New Zealand,England,20,15,2014 England rugby union tour of New Zealand,Eden Park,Auckland,New Zealand,False,False
2014-06-07,Australia,France,50,23,2014 France tour of Australia,Lang Park,Brisbane,Australia,False,False
2014-06-14,Australia,France,6,0,2014 France tour of Australia,Docklands Stadium,Melbourne,Australia,False,False
2014-06-14,New Zealand,England,28,27,2014 England rugby union tour of New Zealand,Forsyth Barr Stadium,Dunedin,New Zealand,False,False
2014-06-14,Argentina,Ireland,17,23,2014 Ireland rugby union tour of Argentina,Estadio Monumental José Fierro,Tucumán,Argentina,False,False
2014-06-14,South Africa,Wales,38,16,2014 Wales tour of South Africa,Kings Park,Durban,South Africa,False,False
2014-06-21,Australia,France,39,13,2014 France tour of Australia,Sydney Football Stadium,Sydney,Australia,False,False
2014-06-21,South Africa,Wales,31,30,2014 Wales tour of South Africa,Mbombela Stadium,Nelspruit,South Africa,False,False
2014-06-21,New Zealand,England,36,13,2014 England rugby union tour of New Zealand,Waikato Stadium,Hamilton,New Zealand,False,False
2014-06-21,Argentina,Scotland,19,21,2014 Summer International,Estadio Mario Alberto Kempes,Córdoba,Argentina,False,False
2014-06-28,South Africa,Scotland,55,6,2014 Mid-year Test,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,False,False
2014-08-16,Australia,New Zealand,12,12,2014 Rugby Championship,Stadium Australia,Sydney,Australia,False,False
2014-08-16,South Africa,Argentina,13,6,2014 Rugby Championship,Loftus Versfeld Stadium,Pretoria,South Africa,False,False
2014-08-23,Argentina,South Africa,31,33,2014 Rugby Championship,Estadio Padre Ernesto Martearena,Salta,Argentina,False,False
2014-08-23,New Zealand,Australia,51,20,2014 Rugby Championship,Eden Park,Auckland,New Zealand,False,False
2014-09-06,Australia,South Africa,24,23,2014 Rugby Championship,Subiaco Oval,Perth,Australia,False,False
2014-09-06,New Zealand,Argentina,28,9,2014 Rugby Championship,McLean Park,Napier,New Zealand,False,False
2014-09-13,New Zealand,South Africa,14,10,2014 Rugby Championship,Westpac Stadium,Wellington,New Zealand,False,False
2014-09-13,Australia,Argentina,32,25,2014 Rugby Championship,Robina Stadium,Gold Coast,Australia,False,False
2014-09-27,Argentina,New Zealand,13,34,2014 Rugby Championship,Estadio Único,La Plata,Argentina,False,False
2014-09-27,South Africa,Australia,28,10,2014 Rugby Championship,Newlands Stadium,Cape Town,South Africa,False,False
2014-10-04,Argentina,Australia,21,17,2014 Rugby Championship,Estadio Malvinas Argentinas,Mendoza,Argentina,False,False
2014-10-04,South Africa,New Zealand,27,25,2014 Rugby Championship,Ellis Park,Johannesburg,South Africa,False,False
2014-10-18,Australia,New Zealand,28,29,2014 Autumn International,Lang Park,Brisbane,Australia,False,False
2014-11-08,Scotland,Argentina,41,31,2014 Autumn International,Murrayfield Stadium,Edinburgh,Scotland,False,False
2014-11-08,England,New Zealand,21,24,2014 Autumn International,Twickenham,London,England,False,False
2014-11-08,Wales,Australia,28,33,2014 Autumn International,Millennium Stadium,Cardiff,Wales,False,False
2014-11-08,Ireland,South Africa,29,15,2014 end-of-year test,Aviva Stadium,Dublin,Ireland,False,False
2014-11-15,Italy,Argentina,18,20,2014 end of year test,Stadio Luigi Ferraris,Genoa,Italy,False,False
2014-11-15,France,Australia,29,26,2014 Autumn International,Stade de France,Saint-Denis,France,False,False
2014-11-15,England,South Africa,28,31,2014 Autumn International,Twickenham,London,England,False,False
2014-11-15,Scotland,New Zealand,16,24,2014 Autumn International,Murrayfield,Edinburgh,Scotland,False,False
2014-11-22,Wales,New Zealand,16,34,2014 Autumn International,Millennium Stadium,Cardiff,Wales,False,False
2014-11-22,France,Argentina,13,18,2014 Autumn International,Stade de France,Saint-Denis,France,False,False
2014-11-22,Italy,South Africa,6,22,2014 end-of-year test,Stadio Euganeo,Padua,Italy,False,False
2014-11-22,Ireland,Australia,26,23,2014 Autumn International,Lansdowne Road,Dublin,Ireland,False,False
2014-11-29,Wales,South Africa,12,6,2014 Autumn International,Millennium Stadium,Cardiff,Wales,False,False
2014-11-29,England,Australia,26,17,2014 Autumn International,Twickenham Stadium,London,England,False,False
2015-02-06,Wales,England,16,21,2015 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False
2015-02-07,Italy,Ireland,3,26,2015 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False
2015-02-07,France,Scotland,15,8,2015 Six Nations Championship,Stade de France,Saint-Denis,France,False,False
2015-02-14,Ireland,France,18,11,2015 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False
2015-02-14,England,Italy,47,17,2015 Six Nations Championship,Twickenham,London,England,False,False
2015-02-15,Scotland,Wales,23,26,2015 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
2015-02-28,Scotland,Italy,19,22,2015 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False
2015-02-28,France,Wales,13,20,2015 Six Nations Championship,Stade de France,Paris,France,False,False
2015-03-01,Ireland,England,19,9,2015 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False
2015-03-14,England,Scotland,25,13,2015 Six Nations Championship,Twickenham Stadium,London,England,False,False
2015-03-14,Wales,Ireland,23,16,2015 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False
2015-03-15,Italy,France,0,29,2015 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False
2015-03-21,Scotland,Ireland,10,40,2015 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
2015-03-21,Italy,Wales,20,61,2015 Six Nations,Stadio Olimpico,Rome,Italy,False,False
2015-03-21,England,France,55,35,2015 Six Nations Championship,Twickenham,London,England,False,False
2015-07-17,New Zealand,Argentina,39,18,2015 Rugby Championship,AMI Stadium,Christchurch,New Zealand,False,False
2015-07-18,Australia,South Africa,24,20,2015 Rugby Championship,Lang Park,Brisbane,Australia,False,False
2015-07-25,South Africa,New Zealand,20,27,2015 Rugby Championship,Ellis Park,Johannesburg,South Africa,False,False
2015-07-25,Argentina,Australia,9,34,2015 Rugby Championship,Estadio Malvinas Argentinas,Mendoza,Argentina,False,False
2015-08-08,Australia,New Zealand,27,19,2015 Rugby Championship,Stadium Australia,Sydney,Australia,False,False
2015-08-08,Wales,Ireland,21,35,2015 Rugby World Cup warm-up tests,Millennium Stadium,Cardiff,Wales,False,False
2015-08-08,South Africa,Argentina,25,37,2015 Rugby Championship,Kings Park Stadium,Durban,South Africa,False,False
2015-08-15,England,France,19,14,2015 Rugby World Cup warm-up,Twickenham,London,England,False,False
2015-08-15,Ireland,Scotland,28,22,2015 Rugby World Cup warm-up tests,Aviva Stadium,Dublin,Ireland,False,False
2015-08-15,Argentina,South Africa,12,26,2015 Rugby World Cup warm-up match,José Amalfitani Stadium,Buenos Aires,Argentina,False,False
2015-08-15,New Zealand,Australia,41,13,2015 Rugby World Cup warm-up match,Eden Park,Auckland,New Zealand,False,False
2015-08-22,Italy,Scotland,12,16,2015 Rugby World Cup warm-ups,Stadio Olimpico di Torino,Turin,Italy,False,False
2015-08-22,France,England,25,20,2015 Rugby World Cup warm-up,Stade de France,Saint-Denis,France,False,False
2015-08-29,Ireland,Wales,10,16,2015 Rugby World Cup warm-up tests,Aviva Stadium,Dublin,Ireland,False,False
2015-08-29,Scotland,Italy,48,7,2015 Rugby World Cup warm-ups,Murrayfield,Edinburgh,Scotland,False,False
2015-09-05,Wales,Italy,23,19,2015 Rugby World Cup warm-up,Millennium Stadium,Cardiff,Wales,False,False
2015-09-05,England,Ireland,21,13,2015 Rugby World Cup Warm-up,Twickenham,London,England,False,False
2015-09-05,France,Scotland,19,16,2015 Rugby World Cup warm-up,Stade de France,Saint-Denis,France,False,False
2015-09-19,France,Italy,32,10,2015 Rugby World Cup Pool D,Twickenham Stadium,London,England,True,True
2015-09-20,New Zealand,Argentina,26,16,2015 Rugby World Cup Pool match,Wembley Stadium,London,England,True,True
2015-09-26,England,Wales,25,28,2015 Rugby World Cup Pool A,Twickenham,London,England,False,True
2015-10-03,South Africa,Scotland,34,16,2015 Rugby World Cup,St James Park,Newcastle,England,True,True
2015-10-03,England,Australia,13,33,2015 Rugby World Cup Pool match,Twickenham Stadium,London,England,False,True
2015-10-04,Ireland,Italy,16,9,2015 Rugby World Cup Pool D,Olympic Stadium,London,England,True,True
2015-10-10,Australia,Wales,15,6,2015 Rugby World Cup Pool match,Twickenham Stadium,London,England,True,True
2015-10-11,France,Ireland,9,24,2015 Rugby World Cup Pool D,Millennium Stadium,Cardiff,Wales,True,True
2015-10-17,South Africa,Wales,23,19,2015 Rugby World Cup Quarter-final,Twickenham Stadium,London,England,True,True
2015-10-17,New Zealand,France,62,13,2015 Rugby World Cup Quarter-final,Millennium Stadium,Cardiff,Wales,True,True
2015-10-18,Ireland,Argentina,20,43,2015 Rugby World Cup quarter-final,Millennium Stadium,Cardiff,Wales,True,True
2015-10-18,Australia,Scotland,35,34,2015 Rugby World Cup Quarter-final,Twickenham Stadium,London,England,True,True
2015-10-24,South Africa,New Zealand,18,20,2015 Rugby World Cup Semi-final,Twickenham Stadium,London,England,True,True
2015-10-25,Argentina,Australia,15,29,2015 Rugby World Cup Semi-finals,Twickenham,London,England,True,True
2015-10-30,South Africa,Argentina,24,13,2015 Rugby World Cup Bronze final,Olympic Stadium,London,England,True,True
2015-10-31,New Zealand,Australia,34,17,2015 Rugby World Cup Final,Twickenham Stadium,London,England,True,True
2016-02-06,France,Italy,23,21,2016 Six Nations Championship,Stade de France,Saint-Denis,France,False,False
2016-02-06,Scotland,England,9,15,2016 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
2016-02-07,Ireland,Wales,16,16,2016 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False
2016-02-13,Wales,Scotland,27,23,2016 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False
2016-02-13,France,Ireland,10,9,2016 Six Nations Championship,Stade de France,Saint-Denis,France,False,False
2016-02-14,Italy,England,9,40,2016 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False
2016-02-26,Wales,France,19,10,2016 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False
2016-02-27,Italy,Scotland,20,36,2016 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False
2016-02-27,England,Ireland,21,10,2016 Six Nations Championship,Twickenham,London,England,False,False
2016-03-12,Ireland,Italy,58,15,2016 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False
2016-03-12,England,Wales,25,21,2016 Six Nations Championship,Twickenham,London,England,False,False
2016-03-13,Scotland,France,29,18,2016 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False
2016-03-19,Wales,Italy,67,14,2016 Six Nations,Millennium Stadium,Cardiff,Wales,False,False
2016-03-19,France,England,21,31,2016 Six Nations Championship,Stade de France,Saint-Denis,France,False,False
2016-03-19,Ireland,Scotland,35,25,2016 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False
2016-05-29,England,Wales,27,13,2016 Summer International,Twickenham,London,England,False,False
2016-06-11,Australia,England,28,39,2016 England tour of Australia,Lang Park,Brisbane,Australia,False,False
2016-06-11,New Zealand,Wales,39,21,2016 Wales tour of New Zealand,Eden Park,Auckland,New Zealand,False,False
2016-06-11,South Africa,Ireland,20,26,2016 Ireland rugby union tour of South Africa,Newlands,Cape Town,South Africa,False,False
2016-06-11,Argentina,Italy,30,24,2016 mid year test,Estadio B.G Estanislao López,Santa Fe,Argentina,False,False
2016-06-18,South Africa,Ireland,32,26,2016 Ireland rugby union tour of South Africa,Ellis Park,Johannesburg,South Africa,False,False
2016-06-18,Australia,England,7,23,2016 England tour of Australia,Melbourne Rectangular Stadium,Melbourne,Australia,False,False
2016-06-18,New Zealand,Wales,36,22,2016 Wales tour of New Zealand,Wellington Regional Stadium,Wellington,New Zealand,False,False
2016-06-19,Argentina,France,30,19,2016 France tour of Argentina,Estadio Monumental José Fierro,Tucumán,Argentina,False,False
2016-06-25,New Zealand,Wales,46,6,2016 Wales tour of New Zealand,Forsyth Barr Stadium,Dunedin,New Zealand,False,False
2016-06-25,South Africa,Ireland,19,13,2016 Ireland rugby union tour of South Africa,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,False,False
2016-06-25,Argentina,France,0,27,2016 France tour of Argentina,Estadio Monumental José Fierro,Tucumán,Argentina,False,False
2016-06-25,Australia,England,40,44,2016 England tour of Australia,Sydney Football Stadium,Sydney,Australia,False,False
2016-08-20,Australia,New Zealand,8,42,2016 Rugby Championship,Stadium Australia,Sydney,Australia,False,False
2016-08-20,South Africa,Argentina,30,23,2016 Rugby Championship,Mbombela Stadium,Mbombela,South Africa,False,False
2016-08-27,Argentina,South Africa,26,24,2016 Rugby Championship,Estadio Padre Ernesto Martearena,Salta,Argentina,False,False
2016-08-27,New Zealand,Australia,29,9,2016 Rugby Championship,Wellington Regional Stadium,Wellington,New Zealand,False,False
2016-09-10,New Zealand,Argentina,57,22,2016 Rugby Championship,Waikato Stadium,Hamilton,New Zealand,False,False
2016-09-10,Australia,South Africa,23,17,2016 Rugby Championship,Lang Park,Brisbane,Australia,False,False
2016-09-17,New Zealand,South Africa,41,13,2016 Rugby Championship,Rugby League Park,Christchurch,New Zealand,False,False
2016-09-17,Australia,Argentina,36,20,2016 Rugby Championship,Perth Oval,Perth,Australia,False,False
2016-10-01,Argentina,New Zealand,17,36,2016 Rugby Championship,José Amalfitani Stadium,Buenos Aires,Argentina,False,False
2016-10-01,South Africa,Australia,18,10,2016 Rugby Championship,Loftus Versfeld Stadium,Pretoria,South Africa,False,False
2016-10-08,Argentina,Australia,21,33,2016 Rugby Championship,Twickenham,London,England,True,False
2016-10-08,South Africa,New Zealand,15,57,2016 Rugby Championship,Kings Park Stadium,Durban,South Africa,False,False
2016-10-22,New Zealand,Australia,37,10,2016 Autumn International,Eden Park,Auckland,New Zealand,False,False
2016-11-05,Wales,Australia,8,32,2016 Autumn International,Millennium Stadium,Cardiff,Wales,False,False
2016-11-05,Ireland,New Zealand,40,29,2016 Autumn International,Soldier Field,Chicago,United States,True,False
2016-11-12,Italy,New Zealand,10,68,2016 end-of-year internationals,Stadio Olimpico,Rome,Italy,False,False
2016-11-12,Wales,Argentina,24,20,2016 Autumn International,Millennium Stadium,Cardiff,Wales,False,False
2016-11-12,Scotland,Australia,22,23,2016 Autumn International,Murrayfield Stadium,Edinburgh,Scotland,False,False
2016-11-12,England,South Africa,37,21,2016 Autumn International,Twickenham,London,England,False,False
2016-11-19,Scotland,Argentina,19,16,2016 Autumn International,Murrayfield Stadium,Edinburgh,Scotland,False,False
2016-11-19,Italy,South Africa,20,18,2016 end-of-year test,Stadio Artemio Franchi,Florence,Italy,False,False
2016-11-19,France,Australia,23,25,2016 Autumn International,Stade de France,Saint-Denis,France,False,False
2016-11-19,Ireland,New Zealand,9,21,2016 Autumn International,Aviva Stadium,Dublin,Ireland,False,False
2016-11-26,Wales,South Africa,27,13,2016 end-of-year test,Millennium Stadium,Cardiff,Wales,False,False
2016-11-26,Ireland,Australia,27,24,2016 Autumn International,Lansdowne Road,Dublin,Ireland,False,False
2016-11-26,France,New Zealand,19,24,2016 end-of year test,Stade de France,Saint-Denis,France,False,False
2016-11-26,England,Argentina,27,14,2016 Autumn International,Twickenham,London,England,False,False
2016-12-03,England,Australia,37,21,2016 Autumn International,Twickenham Stadium,London,England,False,False
2017-02-04,Scotland,Ireland,27,22,2017 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
2017-02-04,England,France,19,16,2017 Six Nations Championship,Twickenham,London,England,False,False
2017-02-05,Italy,Wales,7,33,2017 Six Nations,Stadio Olimpico,Rome,Italy,False,False
2017-02-11,Italy,Ireland,10,63,2017 Six Nations Championship,Stadio Olimpico,Rome,Italy,False,False
2017-02-11,Wales,England,16,21,2017 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False
2017-02-12,France,Scotland,22,16,2017 Six Nations Championship,Stade de France,Saint-Denis,France,False,False
2017-02-25,Ireland,France,19,9,2017 Six Nations Championship,Aviva Stadium,Dublin,Ireland,False,False
2017-02-25,Scotland,Wales,29,13,2017 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
2017-02-26,England,Italy,36,15,2017 Six Nations Championship,Twickenham,London,England,False,False
